play_id,title,group_id,dominant_theme,theme_combination,avg_intensity,peak_scene_id,scene_count,speech_count,node_count,edge_count,density,linkage_hypotheses
01027010,晋阳宫,01000000,仕途功名,仕途功名 + 家庭伦理 + 神怪仙佛,39.796034,scene_006,7,153,6,15,1.0,剧情存在多峰值推进
01027011,战潼台,01000000,权谋战争,权谋战争 + 家庭伦理 + 仕途功名,61.859377,scene_004,9,78,6,7,0.466667,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
01027012,看香头,01000000,家庭伦理,家庭伦理 + 神怪仙佛 + 公案审判,27.095374,scene_002,3,130,4,6,1.0,伦理/婚恋主题依赖较密集的人物关系呈现
01027013,长生乐,01000000,家庭伦理,家庭伦理 + 婚恋离合 + 仕途功名,22.213392,scene_003,4,129,20,80,0.421053,
01028001,童女斩蛇,01000000,家庭伦理,家庭伦理 + 仕途功名 + 神怪仙佛,37.795952,scene_010,13,543,19,94,0.549708,伦理/婚恋主题依赖较密集的人物关系呈现;剧情存在多峰值推进
01028002,九阳钟,01000000,家庭伦理,家庭伦理 + 婚恋离合 + 权谋战争,40.4015,scene_028,31,655,42,176,0.204413,剧情存在多峰值推进
01028003,行路哭灵,01000000,家庭伦理,家庭伦理 + 神怪仙佛 + 仕途功名,35.589925,scene_003,3,118,6,12,0.8,伦理/婚恋主题依赖较密集的人物关系呈现
01028005,磨房产子,01000000,家庭伦理,家庭伦理 + 婚恋离合 + 离别流亡,38.881139,scene_002,3,123,10,28,0.622222,伦理/婚恋主题依赖较密集的人物关系呈现
01028006,蜈蚣岭,01000000,家庭伦理,家庭伦理 + 婚恋离合 + 权谋战争,51.223611,scene_004,7,54,7,15,0.714286,伦理/婚恋主题依赖较密集的人物关系呈现;剧情存在多峰值推进
01028007,困曹府,01000000,家庭伦理,家庭伦理 + 婚恋离合 + 离别流亡,42.224882,scene_001,1,47,5,10,1.0,伦理/婚恋主题依赖较密集的人物关系呈现;单场折子戏呈现集中式关系网络
01028009,沙桥饯别,01000000,仕途功名,仕途功名 + 家庭伦理 + 神怪仙佛,37.550494,scene_002,2,52,7,21,1.0,
01028010,背凳,01000000,家庭伦理,家庭伦理 + 离别流亡 + 婚恋离合,31.571946,scene_003,3,192,3,3,1.0,伦理/婚恋主题依赖较密集的人物关系呈现
01029001,花田错,01000000,家庭伦理,家庭伦理 + 婚恋离合 + 离别流亡,39.727511,scene_014,15,284,15,53,0.504762,伦理/婚恋主题依赖较密集的人物关系呈现;剧情存在多峰值推进
01029002,关王庙,01000000,家庭伦理,家庭伦理 + 婚恋离合 + 仕途功名,31.828928,scene_002,2,122,5,8,0.8,伦理/婚恋主题依赖较密集的人物关系呈现
01029004,九阳钟,01000000,家庭伦理,家庭伦理 + 权谋战争 + 仕途功名,37.070422,scene_017,35,567,51,172,0.134902,剧情存在多峰值推进
01029005,普球山,01000000,家庭伦理,家庭伦理 + 婚恋离合 + 离别流亡,32.551004,scene_010,11,144,23,71,0.280632,剧情存在多峰值推进
01029006,山海关,01000000,权谋战争,权谋战争 + 仕途功名 + 家庭伦理,37.030763,scene_009,10,187,30,60,0.137931,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
01029007,吴汉杀妻,01000000,家庭伦理,家庭伦理 + 仕途功名 + 婚恋离合,51.270044,scene_001,3,103,4,2,0.333333,
01030001,黛玉焚稿,01000000,家庭伦理,家庭伦理 + 婚恋离合 + 离别流亡,21.76589,scene_005,8,177,16,55,0.458333,剧情存在多峰值推进
01030004,三雅园,01000000,家庭伦理,家庭伦理 + 离别流亡 + 仕途功名,32.867075,scene_015,23,429,23,73,0.288538,剧情存在多峰值推进
01030006,山海关,01000000,权谋战争,权谋战争 + 仕途功名 + 家庭伦理,28.447882,scene_001,12,161,17,38,0.279412,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
01030008,串珠记,01000000,家庭伦理,家庭伦理 + 婚恋离合 + 公案审判,32.930456,scene_007,10,245,13,54,0.692308,伦理/婚恋主题依赖较密集的人物关系呈现;剧情存在多峰值推进
01030009,贾政训子,01000000,家庭伦理,家庭伦理 + 仕途功名 + 忠奸冲突,40.461012,scene_005,5,97,9,25,0.694444,伦理/婚恋主题依赖较密集的人物关系呈现;剧情存在多峰值推进
01030010,十二红,01000000,家庭伦理,家庭伦理 + 离别流亡 + 婚恋离合,31.409827,scene_001,4,411,5,8,0.8,伦理/婚恋主题依赖较密集的人物关系呈现;剧情存在多峰值推进
01031002,牢狱鸳鸯,01000000,家庭伦理,家庭伦理 + 婚恋离合 + 公案审判,38.789574,scene_011,16,277,23,104,0.411067,剧情存在多峰值推进
01031003,博浪锥,01000000,家庭伦理,家庭伦理 + 仕途功名 + 复仇雪恨,41.141848,scene_004,5,55,7,14,0.666667,伦理/婚恋主题依赖较密集的人物关系呈现
01031004,闺房戏,01000000,家庭伦理,家庭伦理 + 婚恋离合 + 离别流亡,30.293498,scene_003,3,86,5,7,0.7,伦理/婚恋主题依赖较密集的人物关系呈现
01031005,晴雯撕扇,01000000,家庭伦理,家庭伦理 + 婚恋离合 + 离别流亡,30.424862,scene_006,6,157,8,22,0.785714,伦理/婚恋主题依赖较密集的人物关系呈现
01031006,莲花塘,01000000,家庭伦理,家庭伦理 + 神怪仙佛 + 婚恋离合,28.145402,scene_008,8,59,10,10,0.222222,剧情存在多峰值推进
01031008,桂阳城,01000000,权谋战争,权谋战争 + 家庭伦理 + 婚恋离合,39.112274,scene_006,10,173,12,42,0.636364,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
01031009,雍凉关,01000000,权谋战争,权谋战争 + 仕途功名 + 家庭伦理,51.660282,scene_009,10,62,8,8,0.285714,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
01031010,选元戎,01000000,仕途功名,仕途功名 + 权谋战争 + 家庭伦理,44.285215,scene_005,8,136,17,75,0.551471,剧情存在多峰值推进
01031011,借茶活捉,01000000,家庭伦理,家庭伦理 + 神怪仙佛 + 婚恋离合,34.670049,scene_002,2,157,4,6,1.0,伦理/婚恋主题依赖较密集的人物关系呈现
01031012,瑶池会,01000000,家庭伦理,家庭伦理 + 神怪仙佛 + 仕途功名,25.63508,scene_003,5,141,12,37,0.560606,伦理/婚恋主题依赖较密集的人物关系呈现
01032002,连环套,01000000,家庭伦理,家庭伦理 + 权谋战争 + 复仇雪恨,36.83377,scene_013,16,212,29,79,0.194581,剧情存在多峰值推进
01032003,连环套,01000000,家庭伦理,家庭伦理 + 权谋战争 + 公案审判,42.510295,scene_002,6,101,11,17,0.309091,
01032005,新四十八扯,01000000,家庭伦理,家庭伦理 + 权谋战争 + 仕途功名,36.619964,scene_001,1,123,2,1,1.0,伦理/婚恋主题依赖较密集的人物关系呈现;单场折子戏呈现集中式关系网络
01032006,芙蓉诔,01000000,家庭伦理,家庭伦理 + 婚恋离合 + 神怪仙佛,36.756909,scene_003,4,45,7,11,0.52381,伦理/婚恋主题依赖较密集的人物关系呈现
01032007,党人碑,01000000,家庭伦理,家庭伦理 + 仕途功名 + 权谋战争,38.357057,scene_004,4,137,13,43,0.551282,伦理/婚恋主题依赖较密集的人物关系呈现
01032008,白傅遣姬,01000000,婚恋离合,婚恋离合 + 家庭伦理 + 神怪仙佛,18.082782,scene_002,2,52,3,3,1.0,伦理/婚恋主题依赖较密集的人物关系呈现
01032009,安五路,01000000,权谋战争,权谋战争 + 仕途功名 + 家庭伦理,58.905725,scene_003,5,85,13,30,0.384615,高冲突主题与较强叙事强度同步
01032012,浣纱溪,01000000,家庭伦理,家庭伦理 + 仕途功名 + 婚恋离合,27.717559,scene_004,4,61,4,4,0.666667,伦理/婚恋主题依赖较密集的人物关系呈现
01033001,狸猫换太子,01000000,家庭伦理,家庭伦理 + 仕途功名 + 权谋战争,38.663617,scene_033,35,1137,58,262,0.1585,剧情存在多峰值推进
01033002,水漫金山寺,01000000,神怪仙佛,神怪仙佛 + 家庭伦理 + 公案审判,29.08419,scene_002,3,113,10,38,0.844444,神怪主题可与舞台行动和情节转折联动分析
01033004,贺后骂殿,01000000,仕途功名,仕途功名 + 家庭伦理 + 公案审判,57.063291,scene_001,1,82,8,28,1.0,单场折子戏呈现集中式关系网络
01034003,汴梁图,01000000,仕途功名,仕途功名 + 权谋战争 + 家庭伦理,62.069228,scene_005,8,169,8,21,0.75,剧情存在多峰值推进
01034004,池水驿,01000000,家庭伦理,家庭伦理 + 婚恋离合 + 离别流亡,47.932773,scene_007,9,233,13,22,0.282051,剧情存在多峰值推进
01034006,镔铁剑,01000000,家庭伦理,家庭伦理 + 权谋战争 + 婚恋离合,39.147478,scene_001,1,138,5,10,1.0,伦理/婚恋主题依赖较密集的人物关系呈现;单场折子戏呈现集中式关系网络
01034007,艾孝子,01000000,家庭伦理,家庭伦理 + 离别流亡 + 婚恋离合,35.843655,scene_001,2,161,8,18,0.642857,伦理/婚恋主题依赖较密集的人物关系呈现
01034008,醋中醋,01000000,家庭伦理,家庭伦理 + 婚恋离合 + 离别流亡,37.314987,scene_003,5,251,8,15,0.535714,伦理/婚恋主题依赖较密集的人物关系呈现
01035001,狸猫换太子,01000000,家庭伦理,家庭伦理 + 仕途功名 + 公案审判,41.17274,scene_042,55,1368,64,387,0.191964,剧情存在多峰值推进
01035002,徐母骂曹,01000000,家庭伦理,家庭伦理 + 仕途功名 + 婚恋离合,36.694187,scene_002,4,95,6,12,0.8,伦理/婚恋主题依赖较密集的人物关系呈现
01035003,宝玉出家,01000000,家庭伦理,家庭伦理 + 神怪仙佛 + 离别流亡,26.622708,scene_002,3,60,11,26,0.472727,
01035004,新三娘教子,01000000,家庭伦理,家庭伦理 + 仕途功名 + 婚恋离合,41.1439,scene_006,7,327,10,36,0.8,伦理/婚恋主题依赖较密集的人物关系呈现
01035005,慈孝图,01000000,家庭伦理,家庭伦理 + 仕途功名 + 婚恋离合,43.857277,scene_001,1,115,10,45,1.0,伦理/婚恋主题依赖较密集的人物关系呈现;单场折子戏呈现集中式关系网络
01035006,道州城,01000000,家庭伦理,家庭伦理 + 忠奸冲突 + 权谋战争,53.56995,scene_003,9,123,23,130,0.513834,伦理/婚恋主题依赖较密集的人物关系呈现;剧情存在多峰值推进
01035007,凤凰山,01000000,权谋战争,权谋战争 + 婚恋离合 + 仕途功名,36.792229,scene_007,10,94,8,15,0.535714,高冲突主题与较强叙事强度同步
01035008,麻姑献寿,01000000,神怪仙佛,神怪仙佛 + 家庭伦理 + 离别流亡,23.225031,scene_003,6,80,9,22,0.611111,剧情存在多峰值推进;神怪主题可与舞台行动和情节转折联动分析
01036002,双龙会,01000000,家庭伦理,家庭伦理 + 权谋战争 + 仕途功名,41.131473,scene_003,11,247,20,73,0.384211,剧情存在多峰值推进
01036003,大香山,01000000,家庭伦理,家庭伦理 + 仕途功名 + 神怪仙佛,28.715338,scene_005,27,405,38,152,0.216216,剧情存在多峰值推进
01036004,翠花宫,01000000,家庭伦理,家庭伦理 + 复仇雪恨 + 婚恋离合,47.673041,scene_001,2,256,8,28,1.0,伦理/婚恋主题依赖较密集的人物关系呈现
01036005,天女散花,01000000,家庭伦理,家庭伦理 + 神怪仙佛 + 公案审判,28.014221,scene_004,9,121,14,49,0.538462,伦理/婚恋主题依赖较密集的人物关系呈现;剧情存在多峰值推进
01036006,平贵别窑,01000000,婚恋离合,婚恋离合 + 仕途功名 + 家庭伦理,37.784314,scene_002,2,55,3,3,1.0,伦理/婚恋主题依赖较密集的人物关系呈现
01036007,刀劈三关,01000000,家庭伦理,家庭伦理 + 权谋战争 + 仕途功名,60.138275,scene_014,18,299,20,65,0.342105,剧情存在多峰值推进
01037002,嫦娥奔月,01000000,家庭伦理,家庭伦理 + 神怪仙佛 + 离别流亡,43.155869,scene_014,16,114,17,23,0.169118,剧情存在多峰值推进
01037003,三字经,01000000,家庭伦理,家庭伦理 + 仕途功名 + 公案审判,28.98425,scene_001,2,128,4,5,0.833333,伦理/婚恋主题依赖较密集的人物关系呈现
01037004,葭萌关,01000000,权谋战争,权谋战争 + 家庭伦理 + 仕途功名,54.904168,scene_007,8,108,10,21,0.466667,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
01037005,盘关,01000000,家庭伦理,家庭伦理 + 仕途功名 + 离别流亡,32.28196,scene_001,1,131,5,10,1.0,伦理/婚恋主题依赖较密集的人物关系呈现;单场折子戏呈现集中式关系网络
01037006,碧游宫,01000000,家庭伦理,家庭伦理 + 神怪仙佛 + 权谋战争,39.078426,scene_002,8,370,20,92,0.484211,
01037007,界牌关,01000000,权谋战争,权谋战争 + 家庭伦理 + 仕途功名,61.089862,scene_003,9,79,8,19,0.678571,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
01037008,打桃园,01000000,家庭伦理,家庭伦理 + 婚恋离合 + 离别流亡,53.420205,scene_005,15,192,16,55,0.458333,剧情存在多峰值推进
01038001,珠帘寨,01000000,家庭伦理,家庭伦理 + 仕途功名 + 权谋战争,46.818603,scene_005,17,416,15,50,0.47619,剧情存在多峰值推进
01038002,取南郡,01000000,权谋战争,权谋战争 + 婚恋离合 + 家庭伦理,50.279155,scene_026,30,494,31,148,0.31828,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
01038003,芭蕉扇,01000000,仕途功名,仕途功名 + 家庭伦理 + 神怪仙佛,37.953452,scene_016,17,231,19,44,0.25731,剧情存在多峰值推进
01038004,珍珠衫,01000000,家庭伦理,家庭伦理 + 婚恋离合 + 离别流亡,29.404258,scene_003,3,168,5,10,1.0,伦理/婚恋主题依赖较密集的人物关系呈现
01038005,三世修,01000000,家庭伦理,家庭伦理 + 公案审判 + 神怪仙佛,43.700714,scene_003,3,161,4,6,1.0,伦理/婚恋主题依赖较密集的人物关系呈现
01038007,五雷报,01000000,家庭伦理,家庭伦理 + 神怪仙佛 + 婚恋离合,35.676767,scene_001,6,137,16,80,0.666667,伦理/婚恋主题依赖较密集的人物关系呈现
01038009,湘江会,01000000,仕途功名,仕途功名 + 家庭伦理 + 权谋战争,46.270816,scene_001,8,196,13,54,0.692308,
01038010,宁武关,01000000,权谋战争,权谋战争 + 家庭伦理 + 仕途功名,49.708489,scene_001,7,60,11,15,0.272727,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
01039001,贩马记,01000000,家庭伦理,家庭伦理 + 婚恋离合 + 公案审判,40.372831,scene_009,30,876,39,154,0.207827,剧情存在多峰值推进
01039002,玉门关,01000000,权谋战争,权谋战争 + 家庭伦理 + 仕途功名,50.959707,scene_019,22,240,28,98,0.259259,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
01039003,取南郡,01000000,权谋战争,权谋战争 + 婚恋离合 + 家庭伦理,46.748441,scene_014,17,345,31,150,0.322581,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
01039004,太君辞朝,01000000,仕途功名,仕途功名 + 家庭伦理 + 忠义报国,52.161452,scene_001,3,75,11,40,0.727273,
01039005,戏姻缘,01000000,家庭伦理,家庭伦理 + 婚恋离合 + 公案审判,27.014146,scene_001,1,150,5,10,1.0,伦理/婚恋主题依赖较密集的人物关系呈现;单场折子戏呈现集中式关系网络
01039006,失金钗,01000000,家庭伦理,家庭伦理 + 婚恋离合 + 离别流亡,33.463451,scene_004,13,258,14,38,0.417582,剧情存在多峰值推进
01039007,斩妲己,01000000,权谋战争,权谋战争 + 家庭伦理 + 神怪仙佛,35.791575,scene_003,10,281,25,169,0.563333,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
01040001,阎瑞生,01000000,家庭伦理,家庭伦理 + 离别流亡 + 仕途功名,34.134658,scene_026,27,807,41,162,0.197561,剧情存在多峰值推进
01040003,馒头庵,01000000,家庭伦理,家庭伦理 + 离别流亡 + 婚恋离合,30.580488,scene_003,8,387,8,17,0.607143,伦理/婚恋主题依赖较密集的人物关系呈现
01040004,倒厅门,01000000,家庭伦理,家庭伦理 + 婚恋离合 + 仕途功名,54.860245,scene_001,1,69,2,1,1.0,伦理/婚恋主题依赖较密集的人物关系呈现;单场折子戏呈现集中式关系网络
01040005,万花船,01000000,家庭伦理,家庭伦理 + 婚恋离合 + 离别流亡,37.768891,scene_009,14,408,17,53,0.389706,剧情存在多峰值推进
01040006,金光阵,01000000,权谋战争,权谋战争 + 家庭伦理 + 婚恋离合,54.588486,scene_001,2,54,6,11,0.733333,高冲突主题与较强叙事强度同步
01040007,郑恩做亲,01000000,家庭伦理,家庭伦理 + 仕途功名 + 婚恋离合,29.020754,scene_007,15,511,34,216,0.385027,剧情存在多峰值推进
02001001,天官赐福,02000000,神怪仙佛,神怪仙佛 + 仕途功名 + 家庭伦理,17.777485,scene_001,1,47,7,21,1.0,单场折子戏呈现集中式关系网络;神怪主题可与舞台行动和情节转折联动分析
02001002,三多九如,02000000,神怪仙佛,神怪仙佛 + 公案审判 + 仕途功名,8.218128,scene_001,1,19,5,10,1.0,单场折子戏呈现集中式关系网络;神怪主题可与舞台行动和情节转折联动分析
02001003,福禄寿荣,02000000,神怪仙佛,神怪仙佛 + 家庭伦理 + 仕途功名,12.266164,scene_001,1,42,13,78,1.0,单场折子戏呈现集中式关系网络;神怪主题可与舞台行动和情节转折联动分析
02001004,遐龄永祝,02000000,仕途功名,仕途功名 + 神怪仙佛 + 权谋战争,13.830338,scene_001,1,43,11,55,1.0,单场折子戏呈现集中式关系网络
02001005,风调雨顺,02000000,神怪仙佛,神怪仙佛 + 家庭伦理 + 仕途功名,15.230456,scene_001,1,26,9,28,0.777778,神怪主题可与舞台行动和情节转折联动分析
02001008,财源辐辏,02000000,神怪仙佛,神怪仙佛 + 仕途功名 + 公案审判,20.244402,scene_001,1,30,10,45,1.0,单场折子戏呈现集中式关系网络;神怪主题可与舞台行动和情节转折联动分析
02001009,八仙庆寿,02000000,神怪仙佛,神怪仙佛 + 家庭伦理 + 离别流亡,19.39599,scene_001,1,67,11,55,1.0,单场折子戏呈现集中式关系网络;神怪主题可与舞台行动和情节转折联动分析
02001013,文王卜卦,02000000,家庭伦理,家庭伦理 + 仕途功名 + 神怪仙佛,26.577544,scene_001,1,14,5,10,1.0,伦理/婚恋主题依赖较密集的人物关系呈现;单场折子戏呈现集中式关系网络
02001016,太师回朝,02000000,仕途功名,仕途功名 + 家庭伦理 + 权谋战争,40.979895,scene_002,2,93,9,30,0.833333,
02001017,太师托梦,02000000,仕途功名,仕途功名 + 神怪仙佛 + 权谋战争,40.129384,scene_001,3,42,5,10,1.0,
02001019,攻潼关,02000000,家庭伦理,家庭伦理 + 权谋战争 + 公案审判,59.87944,scene_006,7,73,13,43,0.551282,伦理/婚恋主题依赖较密集的人物关系呈现;剧情存在多峰值推进
02001021,孝感天,02000000,家庭伦理,家庭伦理 + 仕途功名 + 婚恋离合,31.997877,scene_005,6,185,19,96,0.561404,伦理/婚恋主题依赖较密集的人物关系呈现;剧情存在多峰值推进
02001022,孝感天,02000000,家庭伦理,家庭伦理 + 婚恋离合 + 权谋战争,43.68737,scene_001,5,83,13,37,0.474359,
02001023,孝感天,02000000,家庭伦理,家庭伦理 + 仕途功名 + 婚恋离合,27.064383,scene_002,4,103,9,22,0.611111,伦理/婚恋主题依赖较密集的人物关系呈现
02001026,米注山,02000000,权谋战争,权谋战争 + 仕途功名 + 家庭伦理,55.689987,scene_008,12,164,11,27,0.490909,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
02001027,米注山,02000000,家庭伦理,家庭伦理 + 仕途功名 + 忠奸冲突,48.554475,scene_004,4,127,9,33,0.916667,伦理/婚恋主题依赖较密集的人物关系呈现
02001028,米注山,02000000,权谋战争,权谋战争 + 仕途功名 + 忠奸冲突,54.050253,scene_002,3,67,12,48,0.727273,高冲突主题与较强叙事强度同步
02001030,连环阵,02000000,权谋战争,权谋战争 + 仕途功名 + 家庭伦理,50.233941,scene_001,10,176,17,54,0.397059,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
02001032,龙门山,02000000,权谋战争,权谋战争 + 仕途功名 + 婚恋离合,49.167553,scene_002,16,157,17,57,0.419118,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
02001033,搜孤救孤,02000000,家庭伦理,家庭伦理 + 忠奸冲突 + 仕途功名,67.966355,scene_008,9,177,16,55,0.458333,剧情存在多峰值推进
02001034,搜孤救孤,02000000,家庭伦理,家庭伦理 + 权谋战争 + 离别流亡,51.847979,scene_001,3,79,9,18,0.5,
02001044,西施,02000000,仕途功名,仕途功名 + 家庭伦理 + 权谋战争,44.84058,scene_032,37,477,41,132,0.160976,剧情存在多峰值推进
02001046,装疯,02000000,家庭伦理,家庭伦理 + 权谋战争 + 仕途功名,38.069496,scene_001,1,133,6,15,1.0,伦理/婚恋主题依赖较密集的人物关系呈现;单场折子戏呈现集中式关系网络
02001047,五雷阵,02000000,家庭伦理,家庭伦理 + 权谋战争 + 仕途功名,43.931404,scene_002,2,25,6,4,0.266667,
02001048,五雷阵,02000000,权谋战争,权谋战争 + 家庭伦理 + 复仇雪恨,64.198903,scene_002,4,19,4,4,0.666667,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
02001049,五雷阵,02000000,家庭伦理,家庭伦理 + 权谋战争 + 神怪仙佛,71.433151,scene_002,5,63,5,4,0.4,
02001050,五雷阵,02000000,家庭伦理,家庭伦理 + 神怪仙佛 + 仕途功名,32.481594,scene_003,4,50,6,6,0.4,
02001056,幻化,02000000,家庭伦理,家庭伦理 + 神怪仙佛 + 婚恋离合,32.368112,scene_001,1,34,2,1,1.0,伦理/婚恋主题依赖较密集的人物关系呈现;单场折子戏呈现集中式关系网络
02002005,大十面,02000000,权谋战争,权谋战争 + 离别流亡 + 仕途功名,44.314331,scene_001,1,42,6,15,1.0,高冲突主题与较强叙事强度同步;单场折子戏呈现集中式关系网络
02002007,韩信,02000000,家庭伦理,家庭伦理 + 权谋战争 + 婚恋离合,39.234662,scene_014,29,802,41,187,0.228049,剧情存在多峰值推进
02002016,卓文君,02000000,家庭伦理,家庭伦理 + 仕途功名 + 婚恋离合,32.692124,scene_019,21,476,30,123,0.282759,剧情存在多峰值推进
02002017,昭君出塞,02000000,家庭伦理,家庭伦理 + 仕途功名 + 婚恋离合,29.301311,scene_001,1,87,7,21,1.0,伦理/婚恋主题依赖较密集的人物关系呈现;单场折子戏呈现集中式关系网络
02002030,太行山,02000000,家庭伦理,家庭伦理 + 仕途功名 + 公案审判,37.943015,scene_001,1,86,3,3,1.0,伦理/婚恋主题依赖较密集的人物关系呈现;单场折子戏呈现集中式关系网络
02002032,汉忠烈,02000000,家庭伦理,家庭伦理 + 仕途功名 + 忠奸冲突,34.337894,scene_010,16,340,26,64,0.196923,剧情存在多峰值推进
02002033,汉忠烈,02000000,家庭伦理,家庭伦理 + 公案审判 + 仕途功名,38.517075,scene_010,11,323,38,235,0.334282,剧情存在多峰值推进
02002034,汉忠烈,02000000,家庭伦理,家庭伦理 + 仕途功名 + 忠奸冲突,41.949204,scene_007,9,225,24,94,0.34058,
02002035,汉忠烈,02000000,家庭伦理,家庭伦理 + 婚恋离合 + 离别流亡,42.444878,scene_004,12,271,14,38,0.417582,剧情存在多峰值推进
02003001,斩熊虎,02000000,家庭伦理,家庭伦理 + 婚恋离合 + 忠义报国,26.211164,scene_002,2,45,5,10,1.0,伦理/婚恋主题依赖较密集的人物关系呈现
02003003,捉放曹,02000000,仕途功名,仕途功名 + 离别流亡 + 家庭伦理,44.483216,scene_001,3,68,7,16,0.761905,
02003004,捉放曹,02000000,家庭伦理,家庭伦理 + 权谋战争 + 离别流亡,44.018885,scene_002,4,169,6,13,0.866667,伦理/婚恋主题依赖较密集的人物关系呈现
02003005,斩华雄,02000000,权谋战争,权谋战争 + 忠奸冲突 + 公案审判,38.392592,scene_002,4,153,21,195,0.928571,高冲突主题与较强叙事强度同步
02003006,虎牢关,02000000,权谋战争,权谋战争 + 家庭伦理 + 公案审判,52.868062,scene_006,6,94,9,15,0.416667,高冲突主题与较强叙事强度同步
02003013,凤凰台,02000000,家庭伦理,家庭伦理 + 权谋战争 + 婚恋离合,28.001458,scene_002,5,112,12,36,0.545455,伦理/婚恋主题依赖较密集的人物关系呈现
02003021,骂曹饯行,02000000,权谋战争,权谋战争 + 神怪仙佛 + 仕途功名,46.909757,scene_001,2,42,8,20,0.714286,高冲突主题与较强叙事强度同步
02003022,打吉平,02000000,公案审判,公案审判 + 家庭伦理 + 忠奸冲突,55.475736,scene_001,1,128,9,36,1.0,高冲突主题与较强叙事强度同步;单场折子戏呈现集中式关系网络
02003030,徐母骂曹,02000000,家庭伦理,家庭伦理 + 仕途功名 + 权谋战争,43.610564,scene_004,6,113,8,19,0.678571,伦理/婚恋主题依赖较密集的人物关系呈现
02003033,汉阳院,02000000,权谋战争,权谋战争 + 家庭伦理 + 离别流亡,48.391569,scene_008,11,229,23,94,0.371542,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
02004001,龙凤呈祥,02000000,家庭伦理,家庭伦理 + 权谋战争 + 婚恋离合,32.749964,scene_003,7,292,14,42,0.461538,
02004002,龙凤呈祥,02000000,权谋战争,权谋战争 + 家庭伦理 + 婚恋离合,34.401799,scene_013,14,242,13,31,0.397436,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
02004004,取西川,02000000,权谋战争,权谋战争 + 婚恋离合 + 公案审判,45.63382,scene_003,7,188,8,18,0.642857,高冲突主题与较强叙事强度同步
02004008,反西凉,02000000,权谋战争,权谋战争 + 家庭伦理 + 仕途功名,45.956615,scene_007,16,148,15,36,0.342857,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
02004018,战合肥,02000000,权谋战争,权谋战争 + 家庭伦理 + 婚恋离合,50.484063,scene_004,9,154,21,75,0.357143,高冲突主题与较强叙事强度同步
02004020,瓦口关,02000000,权谋战争,权谋战争 + 家庭伦理 + 仕途功名,64.537856,scene_004,11,137,17,49,0.360294,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
02004028,造白袍,02000000,权谋战争,权谋战争 + 仕途功名 + 复仇雪恨,38.296006,scene_003,4,86,12,23,0.348485,高冲突主题与较强叙事强度同步
02004029,造白袍,02000000,家庭伦理,家庭伦理 + 权谋战争 + 仕途功名,52.040983,scene_002,5,134,11,30,0.545455,伦理/婚恋主题依赖较密集的人物关系呈现;剧情存在多峰值推进
02004047,撤兵增灶,02000000,权谋战争,权谋战争 + 仕途功名 + 神怪仙佛,42.194132,scene_003,21,264,27,104,0.296296,高冲突主题与较强叙事强度同步;剧情存在多峰值推进
02004052,定中原,02000000,仕途功名,仕途功名 + 忠奸冲突 + 权谋战争,45.681983,scene_004,4,195,8,20,0.714286,
02004053,探营,02000000,权谋战争,权谋战争 + 仕途功名 + 忠义报国,38.297787,scene_001,1,16,2,1,1.0,高冲突主题与较强叙事强度同步;单场折子戏呈现集中式关系网络
02005002,观容,02000000,家庭伦理,家庭伦理 + 婚恋离合 + 神怪仙佛,23.077625,scene_001,1,35,3,3,1.0,伦理/婚恋主题依赖较密集的人物关系呈现;单场折子戏呈现集中式关系网络
02005006,九莲灯,02000000,公案审判,公案审判 + 家庭伦理 + 仕途功名,37.966151,scene_001,2,176,12,66,1.0,高冲突主题与较强叙事强度同步
02005007,九莲灯,02000000,家庭伦理,家庭伦理 + 仕途功名 + 婚恋离合,38.699453,scene_006,6,103,13,28,0.358974,
02005008,九莲灯,02000000,家庭伦理,家庭伦理 + 婚恋离合 + 神怪仙佛,25.946355,scene_002,7,167,12,34,0.515152,伦理/婚恋主题依赖较密集的人物关系呈现;剧情存在多峰值推进
02005009,九莲灯,02000000,家庭伦理,家庭伦理 + 婚恋离合 + 权谋战争,35.246318,scene_007,9,144,16,47,0.391667,
02005010,九莲灯,02000000,家庭伦理,家庭伦理 + 神怪仙佛 + 离别流亡,35.219592,scene_007,8,170,20,34,0.178947,
